#100,8,0,67.11697578430176
1000000000,512,0,940234.0
1000000000,512,1,938930.0
1000000000,1,0,854418.0
1000000000,1,1,830930.01000000000,64,0,908069.0405368805
1000000000,64,1,869412.4376773834
1000000000,8,0,864727.2024154663
1000000000,8,1,880689.1024112701
1000000000,512,0,938289.2036437988
1000000000,512,1,910989.8607730865
1000000000,512,2,924756.8616867065
1000000000,512,3,931692.5883293152
1000000000,256,0,926043.8539981842
1000000000,256,1,878855.2622795105
1000000000,256,2,892367.2993183136
1000000000,256,3,886649.0433216095
1000000000,128,0,948992.4447536469
1000000000,128,1,870003.5037994385
1000000000,128,2,885606.0602664948
1000000000,128,3,889497.9491233826
1000000000,64,0,873903.0373096466
1000000000,64,1,874579.7634124756
1000000000,64,2,862383.2092285156
1000000000,64,3,896592.4320220947
1000000000,32,0,876293.2391166687
1000000000,32,1,856286.9048118591
1000000000,32,2,865289.2310619354
1000000000,32,3,864277.7202129364
1000000000,16,0,862799.7047901154
1000000000,16,1,889381.6871643066
1000000000,16,2,882465.9643173218
1000000000,16,3,931590.1455879211
1000000000,8,0,865341.9251441956
1000000000,8,1,885301.285982132
1000000000,8,2,866667.6335334778
1000000000,8,3,880775.6807804108
1000000000,4,0,868019.7134017944
1000000000,4,1,906955.8532238007
1000000000,4,2,884889.4076347351
1000000000,4,3,863386.4107131958
1000000000,2,0,876467.1380519867
1000000000,2,1,1078376.4312267303
1000000000,2,2,1247778.1114578247
1000000000,2,3,890700.6590366364
1000000000,1,0,854135.5314254761
1000000000,1,1,844885.2324485779
1000000000,1,2,844887.1359825134
1000000000,1,3,831299.7329235077
